logP_uk,logP_eu,logP_w,mu,gammaH,gammaK,tau,y,k,h,k0,logW
0.653415036459823,-1.886671314693,-1.886671314693,0.198966297415944,0.19514752117829,0.992565711234182,-0.0427085627992841,0.132666986191156,0.301442621003982,0.123996639637195,0.762086864076895,-1.67521862006049
0.0496977164119816,-1.886671314693,-1.886671314693,1.68158625824474,0.256384776403501,0.906158347412879,0.0326317594875461,0.840967536887167,0.250696170471755,0.099739089007618,1.01558979962713,-1.03727692064612
1.39593943290415,-1.886671314693,-1.886671314693,0.369161271866228,0.481031678544618,0.922120995585622,0.00791747737274279,2.13242381288939,0.131783606029482,0.232157680050741,4.82481712285905,-0.822725119248246
0.121884646730321,-1.886671314693,-1.886671314693,3.64774135623045,0.723047265431514,0.447455451890019,0.024526973323868,1.40885720837573,0.209223119793882,0.164968341299679,0.253952408476904,-1.07170830293424
1.78383600926777,-1.886671314693,-1.886671314693,0.422496690431093,0.878505391583288,0.560641276844638,0.0323103035194726,1.60885129900302,0.181130051951699,0.366903395851011,0.761723287371793,-0.565787224211066
0.725573132981557,-1.886671314693,-1.886671314693,0.914335617428214,0.599265011138007,0.869445511363439,0.0448159735790293,0.749308459580806,0.123110393096495,0.322934759882401,1.26955073402677,-0.440258374616253
1.24053855366697,-1.886671314693,-1.886671314693,0.685389861106109,0.934124925471717,0.465094871376007,0.0511625635416482,0.601266645277875,0.147383334540905,0.404809634191659,0.253887149977397,-0.583402145022754
1.45430722118709,-1.886671314693,-1.886671314693,0.269102349974517,0.859347972018711,0.607855619830796,0.00143182044731309,0.91684179066544,0.199795733612978,0.349042190523929,1.01559969753743,-1.36142432214576
0.942415304712161,-1.886671314693,-1.886671314693,0.966353311760287,0.715727766705535,0.767871323723522,0.0340282803901709,1.8710768367494,0.330837706244803,0.225405444483465,1.01564202869926,-1.05209638820397
-2.50368656607688,-1.886671314693,-1.886671314693,11.4116049646012,0.86929122078247,0.512026204172685,0.00848846115232114,1.244750267556,0.201961149907542,0.348725573317058,1.2697391640464,-1.59990194383457
0.261369056772063,-1.886671314693,-1.886671314693,1.31110096198221,0.67440900748815,0.814473062802015,0.0129278370777824,0.814991398724987,0.193664047107989,0.352579402988419,1.01570507776424,-0.561710707653512
-0.342186658979154,-1.886671314693,-1.886671314693,1.31560463525232,0.979512029076038,0.260100364250784,0.0403418344414544,0.703627439675371,0.176064476885645,0.418844282238443,0.254066608623789,-1.52499395038034
0.442873449462935,-1.886671314693,-1.886671314693,0.228981576984398,0.996107833837897,0.154329746030584,0.0239999502215951,0.616825552964322,0.166430265621148,0.565629971717655,0.253874365547801,-1.99872527801268
-1.37440099798995,-1.886671314693,-1.886671314693,2.587324077926,0.988544255125287,0.221891088829153,0.0387762055275766,1.03507526475166,0.127457331935301,0.505151097269258,0.507776295573073,-1.58228455896498
1.193121015367,-1.886671314693,-1.886671314693,0.160806948193386,0.681813280818623,0.821818481888074,0.0332834822625996,0.41594453347725,0.297354826334261,0.359216722288343,1.26962242037711,-1.73632959552518
0.686808640643304,-1.886671314693,-1.886671314693,1.95974362196096,0,0.996724879499845,0.0010937586531539,0.906524967230437,0.858025290255813,0,0.256366975414967,0
