logP_uk,logP_eu,logP_w,f_uk,f_eu,f_w,alpha_uk,alpha_eu,alpha_w,dlogalpha_uk,dlogalpha_eu,dlogalpha_w
0.653415036459823,-1.886671314693,-1.886671314693,0.426894890585763,0.286552554707118,0.286552554707118,0.469035134074487,0.0248280846631866,0.0248280846631866,0.31513860228913,-0.68486139771087,-0.68486139771087
0.0496977164119816,-1.886671314693,-1.886671314693,0.997491582111139,0.00125420894443063,0.00125420894443063,0.948234743957204,0.000171957900209425,0.000171957900209425,0.0262265438218172,-0.973773456178183,-0.973773456178183
1.39593943290415,-1.886671314693,-1.886671314693,0.271614378377975,0.364192810811012,0.364192810811012,0.476509942423413,0.0239789877011785,0.0239789877011785,0.30970300419065,-0.69029699580935,-0.69029699580935
0.121884646730321,-1.886671314693,-1.886671314693,0.933416303671437,0.0332918481642813,0.0332918481642813,0.771686947903715,0.00369316666665486,0.00369316666665486,0.121542859381452,-0.878457140618548,-0.878457140618548
1.78383600926777,-1.886671314693,-1.886671314693,0.998625678535284,0.000687160732358083,0.000687160732358083,0.983464397999134,1.72319002058362e-05,1.72319002058362e-05,0.00830226480084462,-0.991697735199155,-0.991697735199155
0.725573132981557,-1.886671314693,-1.886671314693,0.68230537796164,0.15884731101918,0.15884731101918,0.628494206464174,0.0107354190792034,0.0107354190792034,0.20722373492632,-0.79277626507368,-0.79277626507368
1.24053855366697,-1.886671314693,-1.886671314693,0.82050283060874,0.08974858469563,0.08974858469563,0.771501205208884,0.00369959466281568,0.00369959466281568,0.121648586721189,-0.878351413278811,-0.878351413278811
1.45430722118709,-1.886671314693,-1.886671314693,0.770849843830125,0.114575078084938,0.114575078084938,0.762656113321005,0.00401310558961253,0.00401310558961253,0.126698154518723,-0.873301845481277,-0.873301845481277
0.942415304712161,-1.886671314693,-1.886671314693,0.974054955429945,0.0129725222850277,0.0129725222850277,0.896590726127681,0.000705307496895527,0.000705307496895527,0.0531152519299505,-0.94688474807005,-0.94688474807005
-2.50368656607688,-1.886671314693,-1.886671314693,0.994071371565386,0.00296431421730703,0.00296431421730703,0.757876206868792,0.00418862289320642,0.00418862289320642,0.129439142352017,-0.870560857647983,-0.870560857647983
0.261369056772063,-1.886671314693,-1.886671314693,0.963415345149254,0.0182923274253731,0.0182923274253731,0.835308501233882,0.00185105885808132,0.00185105885808132,0.0860478670992216,-0.913952132900778,-0.913952132900778
-0.342186658979154,-1.886671314693,-1.886671314693,1,0,0,1,0,0,0,0,0
0.442873449462935,-1.886671314693,-1.886671314693,0.995043514891863,0.00247824255406871,0.00247824255406871,0.940511793764281,0.000228011916976396,0.000228011916976396,0.0302001269518124,-0.969799873048188,-0.969799873048188
-1.37440099798995,-1.886671314693,-1.886671314693,0.991462254855762,0.00426887257211889,0.00426887257211889,0.824076460293686,0.00212582907612732,0.00212582907612732,0.0922134280054118,-0.907786571994588,-0.907786571994588
1.193121015367,-1.886671314693,-1.886671314693,0.869691326674567,0.0651543366627165,0.0651543366627165,0.800953558589333,0.00275834579360647,0.00275834579360647,0.105039912292547,-0.894960087707453,-0.894960087707453
0.686808640643304,-1.886671314693,-1.886671314693,0.980500242726155,0.0097498786369225,0.0097498786369225,0.898318819802473,0.000681292893120155,0.000681292893120155,0.0522031758850038,-0.947796824114996,-0.947796824114996
