logP_uk,zOC,tau,mu,gammaK,K0,pdYBar
0.653415036459823,0.301442621003982,-0.0427085627992841,0.198966297415944,0.992565711234182,0.762086864076895,0.16686243310825
0.0496977164119816,0.250696170471755,0.0326317594875461,1.68158625824474,0.906158347412879,1.01558979962713,1.21927072345684
1.39593943290415,0.131783606029482,0.00791747737274279,0.369161271866228,0.922120995585622,4.82481712285905,4.9572432346067
0.121884646730321,0.209223119793882,0.024526973323868,3.64774135623045,0.447455451890019,0.253952408476904,2.34011761587188
1.78383600926777,0.181130051951699,0.0323103035194726,0.422496690431093,0.560641276844638,0.761723287371793,2.97231770385838
0.725573132981557,0.123110393096495,0.0448159735790293,0.914335617428214,0.869445511363439,1.26955073402677,1.82841144520368
1.24053855366697,0.147383334540905,0.0511625635416482,0.685389861106109,0.465094871376007,0.253887149977397,1.2901103047334
1.45430722118709,0.199795733612978,0.00143182044731309,0.269102349974517,0.607855619830796,1.01559969753743,1.57586099334678
0.942415304712161,0.330837706244803,0.0340282803901709,0.966353311760287,0.767871323723522,1.01564202869926,2.18687841759167
-2.50368656607688,0.201961149907542,0.00848846115232114,11.4116049646012,0.512026204172685,1.2697391640464,2.12246136867774
0.261369056772063,0.193664047107989,0.0129278370777824,1.31110096198221,0.814473062802015,1.01570507776424,1.43342845286846
-0.342186658979154,0.176064476885645,0.0403418344414544,1.31560463525232,0.260100364250784,0.254066608623789,1.32719040115009
0.442873449462935,0.166430265621148,0.0239999502215951,0.228981576984398,0.154329746030584,0.253874365547801,1.21215902732226
-1.37440099798995,0.127457331935301,0.0387762055275766,2.587324077926,0.221891088829153,0.507776295573073,2.46416529711652
1.193121015367,0.297354826334261,0.0332834822625996,0.160806948193386,0.821818481888074,1.26962242037711,0.528766509330041
0.686808640643304,0.858025290255813,0.0010937586531539,1.95974362196096,0.996724879499845,0.256366975414967,0.447661333387526
